"id_in_session","code","payoff","id_in_group","role","player_payoff","pool","decoding_answer","receiver_type","is_sender_payoff_relevant","is_receiver_payoff_relevant","honesty_guess","credulity_guess","secret_number","sender_choice","sender_message","sender_message_encoded","receiver_guess","sender_win_prob","receiver_win_prob","sender_wins","receiver_wins","honesty_rate","credulity_rate","round_number","treatment","session_code","session","id","correct_answers","age","gender","gender_add","education","student","experiments","reasoning","chosen_role","pool_cluster","treatment2"
14,"9at0l01h",45000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,6,2,2,"2",5,0.666666666666667,0.972222222222222,1,1,NA,NA,9,"Babbling","79mnhn1r",10,194,5,22,0,NA,2,1,0,"La primera premisa es que en teoría de juegos las posiciones más egoístas generalmente no son óptimas. Luego, si bien el valor de 4 reduce las diferencias, hay igual probabilidad de obtener el valor de 4 que cualquier otro valor, para un valor de 5, las mayores diferencias con números aleatorios se compensan con las menores diferencias con números aleatorios mayores. Con esto en mente, el número 5 da un poco más de ganancia al competidor A y asegura un buen pago a B.",2,104,"Babbling"
15,"8hsd14n5",25000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,2,5,5,"5",4.5,0.583333333333333,0.826388888888889,0,1,NA,NA,9,"Babbling","79mnhn1r",10,195,5,18,1,NA,2,1,0,"Intente elegir mayormente números cercanos",1,103,"Babbling"
16,"y4ksj3b2",45000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,2,2,2,"2",5,0.666666666666667,0.75,1,1,NA,NA,9,"Babbling","79mnhn1r",10,196,2,20,1,NA,1,1,0,"intuición",2,104,"Babbling"
17,"ms690kww",41000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,3,6,6,"6",6,0.833333333333333,0.75,1,1,NA,NA,9,"Babbling","79mnhn1r",10,197,4,18,0,NA,2,1,1,"Quería tener el número más cercano al que elegía el sistema sin dejar de lado la recomendación del jugador A, así que procuraba elegir un numero cercano a ese o ese",2,103,"Babbling"
18,"6hvsc0xj",37000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,5,6,6,"6",6,0.833333333333333,0.972222222222222,1,1,NA,NA,9,"Babbling","79mnhn1r",10,198,1,22,1,NA,2,1,0,"Me base en las dos primeras rondas si salía mayor solía ser menor o igual y si era menor era o muy mayor estaba o muy lejana o a una cerca",1,104,"Babbling"
19,"4f9vnbkd",45000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,4,6,6,"6",7,1,0.75,1,1,NA,NA,9,"Babbling","79mnhn1r",10,199,4,24,1,NA,2,1,0,"Intuición",2,103,"Babbling"
20,"lppgtunt",37000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,6,5,5,"5",4,0.5,0.888888888888889,1,1,NA,NA,9,"Babbling","79mnhn1r",10,200,4,19,0,NA,1,1,0,"asumiendo que la ganancia dependia de mi eleccion , la mayor probabilidad de acercarse al numero real era elegir el numero 4.",0,104,"Babbling"
1,"9o7bua6s",37000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,7,4,4,"4",2,0.166666666666667,0.305555555555556,0,0,NA,NA,10,"Babbling","79mnhn1r",10,181,4,20,1,NA,2,1,2,"Me basé en la probabilidad y traté de escoger números cercanos a 4",1,101,"Babbling"
2,"jnyyrajx",29000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,6,7,7,"7",5,0.666666666666667,0.972222222222222,0,1,NA,NA,10,"Babbling","79mnhn1r",10,182,1,25,1,NA,2,1,0,"pensando en los números anteriores que elegia el jugador b y el de numero correcto",0,102,"Babbling"
3,"rg9sd126",13000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,3,6,6,"6",7,1,0.555555555555556,1,0,NA,NA,10,"Babbling","79mnhn1r",10,183,4,22,0,NA,2,1,1,"Intentando descifrar que haría yo para elegir el número",2,101,"Babbling"
4,"f19zaeqh",41000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,1,5,5,"5",4,0.5,0.75,0,1,NA,NA,10,"Babbling","79mnhn1r",10,184,5,19,0,NA,2,1,0,"Trate de elegir un numero entre 4 a 7 aspirando numeros altos pero a su vez variando con numeros bajos para que el jugador B pueda acercarse y variar con el numero secreto. ademas si ponia 7 tndian a bajar entonces era mejor poner numeros como 4 o 5 que les daba la oportunidad de subir o bajar. Ya que pocos seleccionaban el numero que se les proponia",1,102,"Babbling"
5,"o6pb7mlp",25000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,4,4,4,"4",4,0.5,1,1,1,NA,NA,10,"Babbling","79mnhn1r",10,185,1,18,1,NA,2,1,0,"Al comienzo pense que se podia poner ilimitado numero de veces y que no pasaba nada, las tome al azar. Intente buscar un patron pero no lo logre encontrar",2,101,"Babbling"
6,"r9f7ofk0",25000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,3,3,3,"3",3.3,0.383333333333333,0.9975,0,1,NA,NA,10,"Babbling","79mnhn1r",10,186,5,20,0,NA,2,1,0,"Al inicio coloque recomendaciones para valores que se alejaran del promedio, valores como 2 o 6, para intentar un poco de suerte y priorizando números bajos y colocando algunos numeros altos, luego priorize numeros cercanos a 4 para maximizar ganancias de jugador A y B, y al final aconseje numeros bajos.",0,102,"Babbling"
7,"lngeees9",25000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,7,7,7,"7",6.4,0.9,0.99,1,1,NA,NA,10,"Babbling","79mnhn1r",10,187,2,13,1,NA,2,1,0,"En las ocasiones que elegía 7 como sugerencia, eran pocas las elecciones cercanas a un valor alto, así que enviaba números como 4,5 o 6 para que el jugador B eligiera un número no tan lejano al mío.",1,101,"Babbling"
8,"q2o8aov9",13000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,6,7,7,"7",4.1,0.516666666666667,0.899722222222222,0,1,NA,NA,10,"Babbling","79mnhn1r",10,188,3,20,0,NA,4,1,0,"intentaba confundir al otro jugador",2,102,"Babbling"
9,"ml7bm2nu",25000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,3,7,7,"7",5.5,0.75,0.826388888888889,0,1,NA,NA,10,"Babbling","79mnhn1r",10,189,1,19,1,NA,1,1,0,"Según lo que me convenia, para intentar que el otro tuviera un numero cercano a 7, y en el primero trate de hacer los cálculos rápido, y si no lo lograba, escogía un nuero al azar.",2,101,"Babbling"
10,"e0mwfp30",29000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,3,2,2,"2",4,0.5,0.972222222222222,0,1,NA,NA,10,"Babbling","79mnhn1r",10,190,2,20,1,NA,2,1,1,"Escogía un numero que era probable que la persona subiera su estimación pero no tan bajo como para su respuesta no fuera baja",1,102,"Babbling"
11,"9li8jxw0",41000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,7,7,7,"7",6.4,0.9,0.99,1,1,NA,NA,10,"Babbling","79mnhn1r",10,191,2,19,1,NA,1,1,3,"Todo sistema tiene un patrón, por más que fuera aleatorio el número siempre se repetia un patrón y es que cada cierto turno el numero que escogio jugador A era el que escogia la computadora, de ahí se reiniciaba. Si era un 7 por lo general me iba al otro extremo, el segundo intento me hacia cerca y así. Si era un número chiquito, ahí sí me aproximaba a la sugerencia.",2,103,"Babbling"
12,"2eg3y5r7",37000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,6,7,7,"7",4.1,0.516666666666667,0.899722222222222,0,1,NA,NA,10,"Babbling","79mnhn1r",10,192,5,21,0,NA,2,1,0,"De acuerdo a los números que ya habían salido anteriormente, intentaba acertar si saldría más alto o más bajo.",0,104,"Babbling"
13,"j93qxbcc",37000,2,"Player B",0,3,NA,"direct",0,1,NA,NA,3,6,6,"6",7,1,0.555555555555556,1,0,NA,NA,10,"Babbling","79mnhn1r",10,193,5,22,1,NA,2,1,1,"el cuatro era el numero de la mitad por la que la distancia me favorecía",2,103,"Babbling"
14,"9at0l01h",45000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,6,7,7,"7",5,0.666666666666667,0.972222222222222,0,1,NA,NA,10,"Babbling","79mnhn1r",10,194,5,22,0,NA,2,1,0,"La primera premisa es que en teoría de juegos las posiciones más egoístas generalmente no son óptimas. Luego, si bien el valor de 4 reduce las diferencias, hay igual probabilidad de obtener el valor de 4 que cualquier otro valor, para un valor de 5, las mayores diferencias con números aleatorios se compensan con las menores diferencias con números aleatorios mayores. Con esto en mente, el número 5 da un poco más de ganancia al competidor A y asegura un buen pago a B.",2,104,"Babbling"
15,"8hsd14n5",25000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,4,4,4,"4",4,0.5,1,1,1,NA,NA,10,"Babbling","79mnhn1r",10,195,5,18,1,NA,2,1,0,"Intente elegir mayormente números cercanos",1,103,"Babbling"
16,"y4ksj3b2",45000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,1,5,5,"5",4,0.5,0.75,0,1,NA,NA,10,"Babbling","79mnhn1r",10,196,2,20,1,NA,1,1,0,"intuición",2,104,"Babbling"
17,"ms690kww",41000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,3,7,7,"7",5.5,0.75,0.826388888888889,0,1,NA,NA,10,"Babbling","79mnhn1r",10,197,4,18,0,NA,2,1,1,"Quería tener el número más cercano al que elegía el sistema sin dejar de lado la recomendación del jugador A, así que procuraba elegir un numero cercano a ese o ese",2,103,"Babbling"
18,"6hvsc0xj",37000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,3,3,3,"3",3.3,0.383333333333333,0.9975,0,1,NA,NA,10,"Babbling","79mnhn1r",10,198,1,22,1,NA,2,1,0,"Me base en las dos primeras rondas si salía mayor solía ser menor o igual y si era menor era o muy mayor estaba o muy lejana o a una cerca",1,104,"Babbling"
19,"4f9vnbkd",45000,2,"Player B",0,3,NA,"direct",0,1,NA,NA,7,4,4,"4",2,0.166666666666667,0.305555555555556,0,0,NA,NA,10,"Babbling","79mnhn1r",10,199,4,24,1,NA,2,1,0,"Intuición",2,103,"Babbling"
20,"lppgtunt",37000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,3,2,2,"2",4,0.5,0.972222222222222,0,1,NA,NA,10,"Babbling","79mnhn1r",10,200,4,19,0,NA,1,1,0,"asumiendo que la ganancia dependia de mi eleccion , la mayor probabilidad de acercarse al numero real era elegir el numero 4.",0,104,"Babbling"
1,"9o7bua6s",37000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,5,5,5,"5",3.9,0.483333333333333,0.966388888888889,1,0,NA,NA,11,"Babbling","79mnhn1r",10,181,4,20,1,NA,2,1,2,"Me basé en la probabilidad y traté de escoger números cercanos a 4",1,101,"Babbling"
2,"jnyyrajx",29000,1,"Player A",0,2,NA,"direct",1,0,NA,NA,6,7,7,"7",4,0.5,0.888888888888889,0,0,NA,NA,11,"Babbling","79mnhn1r",10,182,1,25,1,NA,2,1,0,"pensando en los números anteriores que elegia el jugador b y el de numero correcto",0,102,"Babbling"
3,"rg9sd126",13000,1,"Player A",0,1,NA,"direct",1,0,NA,NA,6,7,7,"7",3,0.333333333333333,0.75,0,1,NA,NA,11,"Babbling","79mnhn1r",10,183,4,22,0,NA,2,1,1,"Intentando descifrar que haría yo para elegir el número",2,101,"Babbling"
4,"f19zaeqh",41000,1,"Player A",4000,2,NA,"direct",1,0,NA,NA,1,3,3,"3",6,0.833333333333333,0.305555555555556,1,1,NA,NA,11,"Babbling","79mnhn1r",10,184,5,19,0,NA,2,1,0,"Trate de elegir un numero entre 4 a 7 aspirando numeros altos pero a su vez variando con numeros bajos para que el jugador B pueda acercarse y variar con el numero secreto. ademas si ponia 7 tndian a bajar entonces era mejor poner numeros como 4 o 5 que les daba la oportunidad de subir o bajar. Ya que pocos seleccionaban el numero que se les proponia",1,102,"Babbling"
5,"o6pb7mlp",25000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,6,3,3,"3",6,0.833333333333333,1,1,1,NA,NA,11,"Babbling","79mnhn1r",10,185,1,18,1,NA,2,1,0,"Al comienzo pense que se podia poner ilimitado numero de veces y que no pasaba nada, las tome al azar. Intente buscar un patron pero no lo logre encontrar",2,101,"Babbling"
6,"r9f7ofk0",25000,1,"Player A",4000,2,NA,"direct",1,0,NA,NA,6,6,6,"6",5,0.666666666666667,0.972222222222222,1,1,NA,NA,11,"Babbling","79mnhn1r",10,186,5,20,0,NA,2,1,0,"Al inicio coloque recomendaciones para valores que se alejaran del promedio, valores como 2 o 6, para intentar un poco de suerte y priorizando números bajos y colocando algunos numeros altos, luego priorize numeros cercanos a 4 para maximizar ganancias de jugador A y B, y al final aconseje numeros bajos.",0,102,"Babbling"
7,"lngeees9",25000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,3,6,6,"6",7,1,0.555555555555556,1,0,NA,NA,11,"Babbling","79mnhn1r",10,187,2,13,1,NA,2,1,0,"En las ocasiones que elegía 7 como sugerencia, eran pocas las elecciones cercanas a un valor alto, así que enviaba números como 4,5 o 6 para que el jugador B eligiera un número no tan lejano al mío.",1,101,"Babbling"
8,"q2o8aov9",13000,1,"Player A",0,2,NA,"direct",1,0,NA,NA,1,5,5,"5",2.6,0.266666666666667,0.928888888888889,0,1,NA,NA,11,"Babbling","79mnhn1r",10,188,3,20,0,NA,4,1,0,"intentaba confundir al otro jugador",2,102,"Babbling"
9,"ml7bm2nu",25000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,3,6,6,"6",5,0.666666666666667,0.888888888888889,1,0,NA,NA,11,"Babbling","79mnhn1r",10,189,1,19,1,NA,1,1,0,"Según lo que me convenia, para intentar que el otro tuviera un numero cercano a 7, y en el primero trate de hacer los cálculos rápido, y si no lo lograba, escogía un nuero al azar.",2,101,"Babbling"
10,"e0mwfp30",29000,1,"Player A",4000,2,NA,"direct",1,0,NA,NA,4,5,5,"5",5,0.666666666666667,0.972222222222222,1,1,NA,NA,11,"Babbling","79mnhn1r",10,190,2,20,1,NA,2,1,1,"Escogía un numero que era probable que la persona subiera su estimación pero no tan bajo como para su respuesta no fuera baja",1,102,"Babbling"
11,"9li8jxw0",41000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,6,7,7,"7",3,0.333333333333333,0.75,0,1,NA,NA,11,"Babbling","79mnhn1r",10,191,2,19,1,NA,1,1,3,"Todo sistema tiene un patrón, por más que fuera aleatorio el número siempre se repetia un patrón y es que cada cierto turno el numero que escogio jugador A era el que escogia la computadora, de ahí se reiniciaba. Si era un 7 por lo general me iba al otro extremo, el segundo intento me hacia cerca y así. Si era un número chiquito, ahí sí me aproximaba a la sugerencia.",2,103,"Babbling"
12,"2eg3y5r7",37000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,1,5,5,"5",2.6,0.266666666666667,0.928888888888889,0,1,NA,NA,11,"Babbling","79mnhn1r",10,192,5,21,0,NA,2,1,0,"De acuerdo a los números que ya habían salido anteriormente, intentaba acertar si saldría más alto o más bajo.",0,104,"Babbling"
13,"j93qxbcc",37000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,6,3,3,"3",6,0.833333333333333,1,1,1,NA,NA,11,"Babbling","79mnhn1r",10,193,5,22,1,NA,2,1,1,"el cuatro era el numero de la mitad por la que la distancia me favorecía",2,103,"Babbling"
14,"9at0l01h",45000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,6,6,6,"6",5,0.666666666666667,0.972222222222222,1,1,NA,NA,11,"Babbling","79mnhn1r",10,194,5,22,0,NA,2,1,0,"La primera premisa es que en teoría de juegos las posiciones más egoístas generalmente no son óptimas. Luego, si bien el valor de 4 reduce las diferencias, hay igual probabilidad de obtener el valor de 4 que cualquier otro valor, para un valor de 5, las mayores diferencias con números aleatorios se compensan con las menores diferencias con números aleatorios mayores. Con esto en mente, el número 5 da un poco más de ganancia al competidor A y asegura un buen pago a B.",2,104,"Babbling"
15,"8hsd14n5",25000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,3,6,6,"6",5,0.666666666666667,0.888888888888889,1,0,NA,NA,11,"Babbling","79mnhn1r",10,195,5,18,1,NA,2,1,0,"Intente elegir mayormente números cercanos",1,103,"Babbling"
16,"y4ksj3b2",45000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,1,3,3,"3",6,0.833333333333333,0.305555555555556,1,1,NA,NA,11,"Babbling","79mnhn1r",10,196,2,20,1,NA,1,1,0,"intuición",2,104,"Babbling"
17,"ms690kww",41000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,3,6,6,"6",7,1,0.555555555555556,1,0,NA,NA,11,"Babbling","79mnhn1r",10,197,4,18,0,NA,2,1,1,"Quería tener el número más cercano al que elegía el sistema sin dejar de lado la recomendación del jugador A, así que procuraba elegir un numero cercano a ese o ese",2,103,"Babbling"
18,"6hvsc0xj",37000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,4,5,5,"5",5,0.666666666666667,0.972222222222222,1,1,NA,NA,11,"Babbling","79mnhn1r",10,198,1,22,1,NA,2,1,0,"Me base en las dos primeras rondas si salía mayor solía ser menor o igual y si era menor era o muy mayor estaba o muy lejana o a una cerca",1,104,"Babbling"
19,"4f9vnbkd",45000,2,"Player B",0,3,NA,"direct",1,0,NA,NA,5,5,5,"5",3.9,0.483333333333333,0.966388888888889,1,0,NA,NA,11,"Babbling","79mnhn1r",10,199,4,24,1,NA,2,1,0,"Intuición",2,103,"Babbling"
20,"lppgtunt",37000,2,"Player B",0,4,NA,"direct",1,0,NA,NA,6,7,7,"7",4,0.5,0.888888888888889,0,0,NA,NA,11,"Babbling","79mnhn1r",10,200,4,19,0,NA,1,1,0,"asumiendo que la ganancia dependia de mi eleccion , la mayor probabilidad de acercarse al numero real era elegir el numero 4.",0,104,"Babbling"
1,"9o7bua6s",37000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,2,3,3,"3",5,0.666666666666667,0.75,1,0,NA,NA,12,"Babbling","79mnhn1r",10,181,4,20,1,NA,2,1,2,"Me basé en la probabilidad y traté de escoger números cercanos a 4",1,101,"Babbling"
2,"jnyyrajx",29000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,1,2,2,"2",5,0.666666666666667,0.555555555555556,0,1,NA,NA,12,"Babbling","79mnhn1r",10,182,1,25,1,NA,2,1,0,"pensando en los números anteriores que elegia el jugador b y el de numero correcto",0,102,"Babbling"
3,"rg9sd126",13000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,4,7,7,"7",3.6,0.433333333333333,0.995555555555556,1,1,NA,NA,12,"Babbling","79mnhn1r",10,183,4,22,0,NA,2,1,1,"Intentando descifrar que haría yo para elegir el número",2,101,"Babbling"
4,"f19zaeqh",41000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,4,5,5,"5",1,0,0.75,0,0,NA,NA,12,"Babbling","79mnhn1r",10,184,5,19,0,NA,2,1,0,"Trate de elegir un numero entre 4 a 7 aspirando numeros altos pero a su vez variando con numeros bajos para que el jugador B pueda acercarse y variar con el numero secreto. ademas si ponia 7 tndian a bajar entonces era mejor poner numeros como 4 o 5 que les daba la oportunidad de subir o bajar. Ya que pocos seleccionaban el numero que se les proponia",1,102,"Babbling"
5,"o6pb7mlp",25000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,2,5,5,"5",5,0.666666666666667,0.75,1,1,NA,NA,12,"Babbling","79mnhn1r",10,185,1,18,1,NA,2,1,0,"Al comienzo pense que se podia poner ilimitado numero de veces y que no pasaba nada, las tome al azar. Intente buscar un patron pero no lo logre encontrar",2,101,"Babbling"
6,"r9f7ofk0",25000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,1,0,0,"El Jugador A no envió un número",3.5,0,0,0,0,NA,NA,12,"Babbling","79mnhn1r",10,186,5,20,0,NA,2,1,0,"Al inicio coloque recomendaciones para valores que se alejaran del promedio, valores como 2 o 6, para intentar un poco de suerte y priorizando números bajos y colocando algunos numeros altos, luego priorize numeros cercanos a 4 para maximizar ganancias de jugador A y B, y al final aconseje numeros bajos.",0,102,"Babbling"
7,"lngeees9",25000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,1,5,5,"5",3,0.333333333333333,0.888888888888889,0,1,NA,NA,12,"Babbling","79mnhn1r",10,187,2,13,1,NA,2,1,0,"En las ocasiones que elegía 7 como sugerencia, eran pocas las elecciones cercanas a un valor alto, así que enviaba números como 4,5 o 6 para que el jugador B eligiera un número no tan lejano al mío.",1,101,"Babbling"
8,"q2o8aov9",13000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,1,4,4,"4",4,0.5,0.75,0,0,NA,NA,12,"Babbling","79mnhn1r",10,188,3,20,0,NA,4,1,0,"intentaba confundir al otro jugador",2,102,"Babbling"
9,"ml7bm2nu",25000,1,"Player A",0,1,NA,"direct",0,1,NA,NA,4,7,7,"7",4,0.5,1,1,1,NA,NA,12,"Babbling","79mnhn1r",10,189,1,19,1,NA,1,1,0,"Según lo que me convenia, para intentar que el otro tuviera un numero cercano a 7, y en el primero trate de hacer los cálculos rápido, y si no lo lograba, escogía un nuero al azar.",2,101,"Babbling"
10,"e0mwfp30",29000,1,"Player A",0,2,NA,"direct",0,1,NA,NA,4,6,6,"6",5.3,0.716666666666667,0.953055555555556,1,1,NA,NA,12,"Babbling","79mnhn1r",10,190,2,20,1,NA,2,1,1,"Escogía un numero que era probable que la persona subiera su estimación pero no tan bajo como para su respuesta no fuera baja",1,102,"Babbling"
11,"9li8jxw0",41000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,4,7,7,"7",3.6,0.433333333333333,0.995555555555556,1,1,NA,NA,12,"Babbling","79mnhn1r",10,191,2,19,1,NA,1,1,3,"Todo sistema tiene un patrón, por más que fuera aleatorio el número siempre se repetia un patrón y es que cada cierto turno el numero que escogio jugador A era el que escogia la computadora, de ahí se reiniciaba. Si era un 7 por lo general me iba al otro extremo, el segundo intento me hacia cerca y así. Si era un número chiquito, ahí sí me aproximaba a la sugerencia.",2,103,"Babbling"
12,"2eg3y5r7",37000,2,"Player B",0,4,NA,"direct",0,1,NA,NA,1,0,0,"El Jugador A no envió un número",3.5,0,0,0,0,NA,NA,12,"Babbling","79mnhn1r",10,192,5,21,0,NA,2,1,0,"De acuerdo a los números que ya habían salido anteriormente, intentaba acertar si saldría más alto o más bajo.",0,104,"Babbling"
13,"j93qxbcc",37000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,4,7,7,"7",4,0.5,1,1,1,NA,NA,12,"Babbling","79mnhn1r",10,193,5,22,1,NA,2,1,1,"el cuatro era el numero de la mitad por la que la distancia me favorecía",2,103,"Babbling"
14,"9at0l01h",45000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,1,2,2,"2",5,0.666666666666667,0.555555555555556,0,1,NA,NA,12,"Babbling","79mnhn1r",10,194,5,22,0,NA,2,1,0,"La primera premisa es que en teoría de juegos las posiciones más egoístas generalmente no son óptimas. Luego, si bien el valor de 4 reduce las diferencias, hay igual probabilidad de obtener el valor de 4 que cualquier otro valor, para un valor de 5, las mayores diferencias con números aleatorios se compensan con las menores diferencias con números aleatorios mayores. Con esto en mente, el número 5 da un poco más de ganancia al competidor A y asegura un buen pago a B.",2,104,"Babbling"
15,"8hsd14n5",25000,2,"Player B",0,3,NA,"direct",0,1,NA,NA,2,3,3,"3",5,0.666666666666667,0.75,1,0,NA,NA,12,"Babbling","79mnhn1r",10,195,5,18,1,NA,2,1,0,"Intente elegir mayormente números cercanos",1,103,"Babbling"
16,"y4ksj3b2",45000,2,"Player B",0,4,NA,"direct",0,1,NA,NA,4,5,5,"5",1,0,0.75,0,0,NA,NA,12,"Babbling","79mnhn1r",10,196,2,20,1,NA,1,1,0,"intuición",2,104,"Babbling"
17,"ms690kww",41000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,1,5,5,"5",3,0.333333333333333,0.888888888888889,0,1,NA,NA,12,"Babbling","79mnhn1r",10,197,4,18,0,NA,2,1,1,"Quería tener el número más cercano al que elegía el sistema sin dejar de lado la recomendación del jugador A, así que procuraba elegir un numero cercano a ese o ese",2,103,"Babbling"
18,"6hvsc0xj",37000,2,"Player B",4000,4,NA,"direct",0,1,NA,NA,4,6,6,"6",5.3,0.716666666666667,0.953055555555556,1,1,NA,NA,12,"Babbling","79mnhn1r",10,198,1,22,1,NA,2,1,0,"Me base en las dos primeras rondas si salía mayor solía ser menor o igual y si era menor era o muy mayor estaba o muy lejana o a una cerca",1,104,"Babbling"
19,"4f9vnbkd",45000,2,"Player B",4000,3,NA,"direct",0,1,NA,NA,2,5,5,"5",5,0.666666666666667,0.75,1,1,NA,NA,12,"Babbling","79mnhn1r",10,199,4,24,1,NA,2,1,0,"Intuición",2,103,"Babbling"
20,"lppgtunt",37000,2,"Player B",0,4,NA,"direct",0,1,NA,NA,1,4,4,"4",4,0.5,0.75,0,0,NA,NA,12,"Babbling","79mnhn1r",10,200,4,19,0,NA,1,1,0,"asumiendo que la ganancia dependia de mi eleccion , la mayor probabilidad de acercarse al numero real era elegir el numero 4.",0,104,"Babbling"
1,"9o7bua6s",37000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,5,4,4,"4",6.1,0.85,0.966388888888889,1,1,NA,NA,13,"Babbling","79mnhn1r",10,181,4,20,1,NA,2,1,2,"Me basé en la probabilidad y traté de escoger números cercanos a 4",1,101,"Babbling"
2,"jnyyrajx",29000,1,"Player A",4000,2,NA,"direct",1,0,NA,NA,2,2,2,"2",4.6,0.6,0.812222222222222,1,1,NA,NA,13,"Babbling","79mnhn1r",10,182,1,25,1,NA,2,1,0,"pensando en los números anteriores que elegia el jugador b y el de numero correcto",0,102,"Babbling"
3,"rg9sd126",13000,1,"Player A",0,1,NA,"direct",1,0,NA,NA,2,4,4,"4",2.5,0.25,0.993055555555556,0,1,NA,NA,13,"Babbling","79mnhn1r",10,183,4,22,0,NA,2,1,1,"Intentando descifrar que haría yo para elegir el número",2,101,"Babbling"
4,"f19zaeqh",41000,1,"Player A",0,2,NA,"direct",1,0,NA,NA,7,6,6,"6",4,0.5,0.75,0,1,NA,NA,13,"Babbling","79mnhn1r",10,184,5,19,0,NA,2,1,0,"Trate de elegir un numero entre 4 a 7 aspirando numeros altos pero a su vez variando con numeros bajos para que el jugador B pueda acercarse y variar con el numero secreto. ademas si ponia 7 tndian a bajar entonces era mejor poner numeros como 4 o 5 que les daba la oportunidad de subir o bajar. Ya que pocos seleccionaban el numero que se les proponia",1,102,"Babbling"
5,"o6pb7mlp",25000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,6,6,6,"6",5,0.666666666666667,0.972222222222222,1,1,NA,NA,13,"Babbling","79mnhn1r",10,185,1,18,1,NA,2,1,0,"Al comienzo pense que se podia poner ilimitado numero de veces y que no pasaba nada, las tome al azar. Intente buscar un patron pero no lo logre encontrar",2,101,"Babbling"
6,"r9f7ofk0",25000,1,"Player A",4000,2,NA,"direct",1,0,NA,NA,5,2,2,"2",5,0.666666666666667,1,1,1,NA,NA,13,"Babbling","79mnhn1r",10,186,5,20,0,NA,2,1,0,"Al inicio coloque recomendaciones para valores que se alejaran del promedio, valores como 2 o 6, para intentar un poco de suerte y priorizando números bajos y colocando algunos numeros altos, luego priorize numeros cercanos a 4 para maximizar ganancias de jugador A y B, y al final aconseje numeros bajos.",0,102,"Babbling"
7,"lngeees9",25000,1,"Player A",4000,1,NA,"direct",1,0,NA,NA,3,6,6,"6",5.6,0.766666666666667,0.812222222222222,1,1,NA,NA,13,"Babbling","79mnhn1r",10,187,2,13,1,NA,2,1,0,"En las ocasiones que elegía 7 como sugerencia, eran pocas las elecciones cercanas a un valor alto, así que enviaba números como 4,5 o 6 para que el jugador B eligiera un número no tan lejano al mío.",1,101,"Babbling"
8,"q2o8aov9",13000,1,"Player A",0,2,NA,"direct",1,0,NA,NA,5,3,3,"3",3,0.333333333333333,0.888888888888889,0,1,NA,NA,13,"Babbling","79mnhn1r",10,188,3,20,0,NA,4,1,0,"intentaba confundir al otro jugador",2,102,"Babbling"
